doc_id,entity_text,label,value_numeric,unit,scope_tag,resolved_property,cost_role,thickness_mm,relative_price_eur_kg
20,EV,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,anisotropy,PROCESSING,,,,,manufacturing_cost_input,,
20,EV,APPLICATION,,,,,model_selector,,
20,additive manufacturing,PROCESSING,,,,,manufacturing_cost_input,,
20,SynRM,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,PMSM,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,PMSM,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,BEV,APPLICATION,,,,,model_selector,,
20,electric vehicle,APPLICATION,,,,,model_selector,,
20,PHEV,APPLICATION,,,,,model_selector,,
20,hybrid electric vehicle,APPLICATION,,,,,model_selector,,
20,PMSM,APPLICATION,,,,,model_selector,,
20,SRM,APPLICATION,,,,,model_selector,,
20,IPM,APPLICATION,,,,,model_selector,,
20,SynRM,APPLICATION,,,,,model_selector,,
20,HEV,APPLICATION,,,,,model_selector,,
20,electric vehicle,APPLICATION,,,,,model_selector,,
20,electric vehicle,APPLICATION,,,,,model_selector,,
20,electric vehicle,APPLICATION,,,,,model_selector,,
20,electric vehicle,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,electric vehicle,APPLICATION,,,,,model_selector,,
20,switched reluctance motor,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,HEV,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,hybrid electric vehicle,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
20,stator core,APPLICATION,,,,,model_selector,,
20,electric vehicle,APPLICATION,,,,,model_selector,,
20,permanent magnet synchronous machine,APPLICATION,,,,,model_selector,,
20,6.5% Silicon,SI_CONTENT,6.5,%,UNSPECIFIED,,material_property,,
20,anisotropy,PROCESSING,,,,,manufacturing_cost_input,,
20,EV,APPLICATION,,,,,model_selector,,
20,HEV,APPLICATION,,,,,model_selector,,
20,stator,APPLICATION,,,,,model_selector,,
20,IPM,APPLICATION,,,,,model_selector,,
20,electric vehicle,APPLICATION,,,,,model_selector,,
20,EV,APPLICATION,,,,,model_selector,,
21,3% silicon,SI_CONTENT,3.0,%,UNSPECIFIED,,material_property,,
21,power transformer,APPLICATION,,,,,model_selector,,
21,power transformer,APPLICATION,,,,,model_selector,,
21,2 W/kg,CORE_LOSS,2.0,W/kg,UNSPECIFIED,,loss_cost_input,,
21,1.0 T,FLUX_DENSITY,1.0,T,UNSPECIFIED,,loss_parameter,,
21,cold rolling,PROCESSING,,,,,manufacturing_cost_input,,
21,texture,PROCESSING,,,,,manufacturing_cost_input,,
21,punching,PROCESSING,,,,,manufacturing_cost_input,,
21,texture,PROCESSING,,,,,manufacturing_cost_input,,
21,1.5 T,FLUX_DENSITY,1.5,T,UNSPECIFIED,,loss_parameter,,
21,7 W/kg,CORE_LOSS,7.0,W/kg,UNSPECIFIED,,loss_cost_input,,
21,2 W/kg,CORE_LOSS,2.0,W/kg,UNSPECIFIED,,loss_cost_input,,
21,cold rolling,PROCESSING,,,,,manufacturing_cost_input,,
21,stamping,PROCESSING,,,,,manufacturing_cost_input,,
21,decarburisation,PROCESSING,,,,,manufacturing_cost_input,,
21,decarburisation,PROCESSING,,,,,manufacturing_cost_input,,
21,weldability,PROCESSING,,,,,manufacturing_cost_input,,
21,punchability,PROCESSING,,,,,manufacturing_cost_input,,
21,continuous casting,PROCESSING,,,,,manufacturing_cost_input,,
21,decarburisation,PROCESSING,,,,,manufacturing_cost_input,,
21,3.2% silicon,SI_CONTENT,3.2,%,UNSPECIFIED,,material_property,,
21,1.5 T,FLUX_DENSITY,1.5,T,UNSPECIFIED,,loss_parameter,,
21,2.5 W/kg,CORE_LOSS,2.5,W/kg,UNSPECIFIED,,loss_cost_input,,
21,anisotropy,PROCESSING,,,,,manufacturing_cost_input,,
21,anisotropy,PROCESSING,,,,,manufacturing_cost_input,,
21,texture,PROCESSING,,,,,manufacturing_cost_input,,
21,texture,PROCESSING,,,,,manufacturing_cost_input,,
21,texture,PROCESSING,,,,,manufacturing_cost_input,,
21,anisotropy,PROCESSING,,,,,manufacturing_cost_input,,
21,anisotropy,PROCESSING,,,,,manufacturing_cost_input,,
21,anisotropy,PROCESSING,,,,,manufacturing_cost_input,,
21,texture,PROCESSING,,,,,manufacturing_cost_input,,
21,cold rolling,PROCESSING,,,,,manufacturing_cost_input,,
21,texture,PROCESSING,,,,,manufacturing_cost_input,,
21,1.5 W/kg,CORE_LOSS,1.5,W/kg,UNSPECIFIED,,loss_cost_input,,
21,1.5 T,FLUX_DENSITY,1.5,T,UNSPECIFIED,,loss_parameter,,
21,recrystallisation,PROCESSING,,,,,manufacturing_cost_input,,
21,texture,PROCESSING,,,,,manufacturing_cost_input,,
21,cold rolling,PROCESSING,,,,,manufacturing_cost_input,,
21,recrystallisation,PROCESSING,,,,,manufacturing_cost_input,,
21,decarburisation,PROCESSING,,,,,manufacturing_cost_input,,
21,insulating coating,PROCESSING,,,,,manufacturing_cost_input,,
21,hot rolling,PROCESSING,,,,,manufacturing_cost_input,,
21,Goss texture,PROCESSING,,,,,manufacturing_cost_input,,
21,cold rolling,PROCESSING,,,,,manufacturing_cost_input,,
21,Goss texture,PROCESSING,,,,,manufacturing_cost_input,,
21,decarburisation,PROCESSING,,,,,manufacturing_cost_input,,
21,recrystallisation,PROCESSING,,,,,manufacturing_cost_input,,
21,grain growth,PROCESSING,,,,,manufacturing_cost_input,,
21,grain growth,PROCESSING,,,,,manufacturing_cost_input,,
21,1.7 T,FLUX_DENSITY,1.7,T,UNSPECIFIED,,loss_parameter,,
21,Goss texture,PROCESSING,,,,,manufacturing_cost_input,,
21,domain refinement,PROCESSING,,,,,manufacturing_cost_input,,
21,domain refinement,PROCESSING,,,,,manufacturing_cost_input,,
21,0.85 W/kg,CORE_LOSS,0.85,W/kg,UNSPECIFIED,,loss_cost_input,,
21,domain refinement,PROCESSING,,,,,manufacturing_cost_input,,
21,stress relief annealing,PROCESSING,,,,,manufacturing_cost_input,,
21,1.5 T,FLUX_DENSITY,1.5,T,COMPETITOR,,loss_parameter,,
21,0.89 W/kg,CORE_LOSS,0.89,W/kg,COMPETITOR,,loss_cost_input,,
21,1.03 W/kg,CORE_LOSS,1.03,W/kg,UNSPECIFIED,,loss_cost_input,,
21,1.7 T,FLUX_DENSITY,1.7,T,UNSPECIFIED,,loss_parameter,,
21,1.5 T,FLUX_DENSITY,1.5,T,UNSPECIFIED,,loss_parameter,,
21,0.74 W/kg,CORE_LOSS,0.74,W/kg,UNSPECIFIED,,loss_cost_input,,
21,recrystallisation,PROCESSING,,,,,manufacturing_cost_input,,
21,domain refinement,PROCESSING,,,,,manufacturing_cost_input,,
21,texture,PROCESSING,,,,,manufacturing_cost_input,,
21,texture,PROCESSING,,,,,manufacturing_cost_input,,
21,0.62 W/kg,CORE_LOSS,0.62,W/kg,UNSPECIFIED,,loss_cost_input,,
21,1.7 T,FLUX_DENSITY,1.7,T,UNSPECIFIED,,loss_parameter,,
21,0.15 W/kg,CORE_LOSS,0.15,W/kg,UNSPECIFIED,,loss_cost_input,,
21,0.47 W/kg,CORE_LOSS,0.47,W/kg,UNSPECIFIED,,loss_cost_input,,
21,domain refinement,PROCESSING,,,,,manufacturing_cost_input,,
21,0.22 W/kg,CORE_LOSS,0.22,W/kg,UNSPECIFIED,,loss_cost_input,,
21,1.5 T,FLUX_DENSITY,1.5,T,UNSPECIFIED,,loss_parameter,,
21,domain refinement,PROCESSING,,,,,manufacturing_cost_input,,
21,domain refinement,PROCESSING,,,,,manufacturing_cost_input,,
21,anisotropy,PROCESSING,,,,,manufacturing_cost_input,,
21,domain refinement,PROCESSING,,,,,manufacturing_cost_input,,
21,domain refinement,PROCESSING,,,,,manufacturing_cost_input,,
21,texture,PROCESSING,,,,,manufacturing_cost_input,,
21,texture,PROCESSING,,,,,manufacturing_cost_input,,
21,rotating machine,APPLICATION,,,,,model_selector,,
21,stator core,APPLICATION,,,,,model_selector,,
21,texture,PROCESSING,,,,,manufacturing_cost_input,,
21,1.5 T,FLUX_DENSITY,1.5,T,COMPETITOR,,loss_parameter,,
21,1.9 T,FLUX_DENSITY,1.9,T,UNSPECIFIED,,loss_parameter,,
21,1.56 T,FLUX_DENSITY,1.56,T,UNSPECIFIED,,loss_parameter,,
21,recrystallisation,PROCESSING,,,,,manufacturing_cost_input,,
21,distribution transformer,APPLICATION,,,,,model_selector,,
21,3% Silicon,SI_CONTENT,3.0,%,UNSPECIFIED,,material_property,,
21,1.3 T,FLUX_DENSITY,1.3,T,UNSPECIFIED,,loss_parameter,,
21,1.5 T,FLUX_DENSITY,1.5,T,UNSPECIFIED,,loss_parameter,,
21,1.3 T,FLUX_DENSITY,1.3,T,UNSPECIFIED,,loss_parameter,,
21,1.5 T,FLUX_DENSITY,1.5,T,UNSPECIFIED,,loss_parameter,,
21,anisotropy,PROCESSING,,,,,manufacturing_cost_input,,
21,anisotropy,PROCESSING,,,,,manufacturing_cost_input,,
21,6% silicon,SI_CONTENT,6.0,%,UNSPECIFIED,,material_property,,
21,3% silicon,SI_CONTENT,3.0,%,UNSPECIFIED,,material_property,,
21,4.5% silicon,SI_CONTENT,4.5,%,UNSPECIFIED,,material_property,,
21,1.7T,FLUX_DENSITY,1.7,T,COMPETITOR,,loss_parameter,,
21,0.56 W/kg,CORE_LOSS,0.56,W/kg,COMPETITOR,,loss_cost_input,,
21,6.5% silicon,SI_CONTENT,6.5,%,UNSPECIFIED,,material_property,,
21,texture,PROCESSING,,,,,manufacturing_cost_input,,
21,domain refinement,PROCESSING,,,,,manufacturing_cost_input,,
21,2 W/kg,CORE_LOSS,2.0,W/kg,UNSPECIFIED,,loss_cost_input,,
21,1.5 T,FLUX_DENSITY,1.5,T,UNSPECIFIED,,loss_parameter,,
21,texture,PROCESSING,,,,,manufacturing_cost_input,,
21,0.08 W/kg,CORE_LOSS,0.08,W/kg,UNSPECIFIED,,loss_cost_input,,
21,1.3 T,FLUX_DENSITY,1.3,T,UNSPECIFIED,,loss_parameter,,
21,0.19 W/kg,CORE_LOSS,0.19,W/kg,UNSPECIFIED,,loss_cost_input,,
21,1.3 T,FLUX_DENSITY,1.3,T,UNSPECIFIED,,loss_parameter,,
21,0.37 W/kg,CORE_LOSS,0.37,W/kg,UNSPECIFIED,,loss_cost_input,,
21,1.7 T,FLUX_DENSITY,1.7,T,UNSPECIFIED,,loss_parameter,,
21,6.5% silicon,SI_CONTENT,6.5,%,UNSPECIFIED,,material_property,,
21,texture,PROCESSING,,,,,manufacturing_cost_input,,
21,anisotropy,PROCESSING,,,,,manufacturing_cost_input,,
21,3% silicon,SI_CONTENT,3.0,%,NGO,,material_property,,
21,recrystallisation,PROCESSING,,,,,manufacturing_cost_input,,
21,texture,PROCESSING,,,,,manufacturing_cost_input,,
21,3% Si,SI_CONTENT,3.0,%,UNSPECIFIED,,material_property,,
21,3% silicon,SI_CONTENT,3.0,%,UNSPECIFIED,,material_property,,
21,domain refinement,PROCESSING,,,,,manufacturing_cost_input,,
21,3% Si,SI_CONTENT,3.0,%,UNSPECIFIED,,material_property,,
21,3% Si,SI_CONTENT,3.0,%,UNSPECIFIED,,material_property,,
21,3% Si,SI_CONTENT,3.0,%,UNSPECIFIED,,material_property,,
21,3% Si,SI_CONTENT,3.0,%,UNSPECIFIED,,material_property,,
21,power transformer,APPLICATION,,,,,model_selector,,
21,6% silicon,SI_CONTENT,6.0,%,UNSPECIFIED,,material_property,,
21,Goss texture,PROCESSING,,,,,manufacturing_cost_input,,
22,HEV,APPLICATION,,,,,model_selector,,
22,HEV traction motor,APPLICATION,,,,,model_selector,,
22,EPS motor,APPLICATION,,,,,model_selector,,
22,hybrid electric vehicle,APPLICATION,,,,,model_selector,,
22,HEV,APPLICATION,,,,,model_selector,,
22,HEV,APPLICATION,,,,,model_selector,,
22,HEV,APPLICATION,,,,,model_selector,,
22,HEV,APPLICATION,,,,,model_selector,,
22,HEV,APPLICATION,,,,,model_selector,,
22,traction motor,APPLICATION,,,,,model_selector,,
22,HEV,APPLICATION,,,,,model_selector,,
22,HEV,APPLICATION,,,,,model_selector,,
22,HEV,APPLICATION,,,,,model_selector,,
22,IPM,APPLICATION,,,,,model_selector,,
22,IPM,APPLICATION,,,,,model_selector,,
22,bridge,APPLICATION,,,,,model_selector,,
22,rotor core,APPLICATION,,,,,model_selector,,
22,HEV,APPLICATION,,,,,model_selector,,
22,anisotropy,PROCESSING,,,,,manufacturing_cost_input,,
22,HEV,APPLICATION,,,,,model_selector,,
22,punching,PROCESSING,,,,,manufacturing_cost_input,,
22,punching,PROCESSING,,,,,manufacturing_cost_input,,
22,HEV,APPLICATION,,,,,model_selector,,
22,HEV traction motor,APPLICATION,,,,,model_selector,,
22,HEV,APPLICATION,,,,,model_selector,,
22,B50,FLUX_DENSITY,,notation,UNSPECIFIED,,loss_parameter,,
22,W10/400,CORE_LOSS,,notation,UNSPECIFIED,,loss_cost_input,,
22,W10/400,CORE_LOSS,,notation,UNSPECIFIED,,loss_cost_input,,
22,W10/400,CORE_LOSS,,notation,UNSPECIFIED,,loss_cost_input,,
22,EPS motor,APPLICATION,,,,,model_selector,,
22,JNE-Core,GRADE_BRAND,,,,,material_cost_input,,
22,W10/1k,CORE_LOSS,,notation,UNSPECIFIED,,loss_cost_input,,
22,B50,FLUX_DENSITY,,notation,UNSPECIFIED,,loss_parameter,,
22,W10/400,CORE_LOSS,,notation,UNSPECIFIED,,loss_cost_input,,
22,W15/50,CORE_LOSS,,notation,UNSPECIFIED,,loss_cost_input,,
22,EPS motor,APPLICATION,,,,,model_selector,,
22,JNE-Core,GRADE_BRAND,,,,,material_cost_input,,
22,50A1000,GRADE,,,UNSPECIFIED,,material_cost_input,0.5,0.7
22,JNE-Core,GRADE_BRAND,,,,,material_cost_input,,
22,boost converter,APPLICATION,,,,,model_selector,,
22,reactor,APPLICATION,,,,,model_selector,,
22,reactor,APPLICATION,,,,,model_selector,,
22,reactor,APPLICATION,,,,,model_selector,,
22,cold rolling,PROCESSING,,,,,manufacturing_cost_input,,
22,6.5% Si,SI_CONTENT,6.5,%,UNSPECIFIED,,material_property,,
22,reactor,APPLICATION,,,,,model_selector,,
22,W10/50,CORE_LOSS,,notation,AMBIGUOUS,,loss_cost_input,,
22,W10/400,CORE_LOSS,,notation,AMBIGUOUS,,loss_cost_input,,
22,W1/10k,CORE_LOSS,,notation,AMBIGUOUS,,loss_cost_input,,
22,50A1000,GRADE,,,AMBIGUOUS,,material_cost_input,0.5,0.7
22,50A700,GRADE,,,AMBIGUOUS,,material_cost_input,0.5,0.7
22,50JNE300,GRADE,,,AMBIGUOUS,,material_cost_input,0.5,0.7
22,stator core,APPLICATION,,,,,model_selector,,
22,HEV,APPLICATION,,,,,model_selector,,
22,JNE-Core,GRADE_BRAND,,,,,material_cost_input,,
22,punchability,PROCESSING,,,,,manufacturing_cost_input,,
22,JNE-Core,GRADE_BRAND,,,,,material_cost_input,,
22,HEV,APPLICATION,,,,,model_selector,,
22,JNE-Core,GRADE_BRAND,,,,,material_cost_input,,
22,EPS motor,APPLICATION,,,,,model_selector,,
22,W10/400,CORE_LOSS,,notation,COMPETITOR,,loss_cost_input,,
22,W0.5/20k,CORE_LOSS,,notation,COMPETITOR,,loss_cost_input,,
22,W1/10k,CORE_LOSS,,notation,COMPETITOR,,loss_cost_input,,
22,W2/5k,CORE_LOSS,,notation,COMPETITOR,,loss_cost_input,,
22,W5/2k,CORE_LOSS,,notation,COMPETITOR,,loss_cost_input,,
22,W1/10k,CORE_LOSS,,notation,COMPETITOR,,loss_cost_input,,
22,W0.5/20k,CORE_LOSS,,notation,COMPETITOR,,loss_cost_input,,
26,IPMSM,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,bridge,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,bridge,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,IPMSM,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,bridge,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,IPMSM,APPLICATION,,,,,model_selector,,
26,IPMSM,APPLICATION,,,,,model_selector,,
26,rotor,APPLICATION,,,,,model_selector,,
26,EV,APPLICATION,,,,,model_selector,,
26,HEV,APPLICATION,,,,,model_selector,,
26,EV,APPLICATION,,,,,model_selector,,
26,HEV,APPLICATION,,,,,model_selector,,
26,IPMSM,APPLICATION,,,,,model_selector,,
26,IPMSM,APPLICATION,,,,,model_selector,,
26,IPMSM,APPLICATION,,,,,model_selector,,
26,IPMSM,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,IPMSM,APPLICATION,,,,,model_selector,,
26,rotor,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,IPMSM,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,IPMSM,APPLICATION,,,,,model_selector,,
26,rotor,APPLICATION,,,,,model_selector,,
26,IPMSM,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,bridge,APPLICATION,,,,,model_selector,,
26,IPMSM,APPLICATION,,,,,model_selector,,
26,1.0 T,FLUX_DENSITY,1.0,T,UNSPECIFIED,,loss_parameter,,
26,35A300,GRADE,,,UNSPECIFIED,,material_cost_input,0.35,1.0
26,rotor core,APPLICATION,,,,,model_selector,,
26,M300-35A,GRADE,,,UNSPECIFIED,,material_cost_input,0.35,1.0
26,1.26 T,FLUX_DENSITY,1.26,T,UNSPECIFIED,,loss_parameter,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,rotor,APPLICATION,,,,,model_selector,,
26,bridge,APPLICATION,,,,,model_selector,,
26,stator core,APPLICATION,,,,,model_selector,,
26,35A300,GRADE,,,UNSPECIFIED,,material_cost_input,0.35,1.0
26,rotor core,APPLICATION,,,,,model_selector,,
26,35A300,GRADE,,,UNSPECIFIED,,material_cost_input,0.35,1.0
26,rotor,APPLICATION,,,,,model_selector,,
26,bridge,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,35A300,GRADE,,,UNSPECIFIED,,material_cost_input,0.35,1.0
26,bridge,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,bridge,APPLICATION,,,,,model_selector,,
26,bridge,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,bridge,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,IPMSM,APPLICATION,,,,,model_selector,,
26,bridge,APPLICATION,,,,,model_selector,,
26,35A300,GRADE,,,UNSPECIFIED,,material_cost_input,0.35,1.0
26,rotor core,APPLICATION,,,,,model_selector,,
26,stator,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,35A300,GRADE,,,UNSPECIFIED,,material_cost_input,0.35,1.0
26,rotor core,APPLICATION,,,,,model_selector,,
26,IPMSM,APPLICATION,,,,,model_selector,,
26,IPMSM,APPLICATION,,,,,model_selector,,
26,35A300,GRADE,,,UNSPECIFIED,,material_cost_input,0.35,1.0
26,IPMSM,APPLICATION,,,,,model_selector,,
26,bridge,APPLICATION,,,,,model_selector,,
26,bridge,APPLICATION,,,,,model_selector,,
26,bridge,APPLICATION,,,,,model_selector,,
26,stator core,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,bridge,APPLICATION,,,,,model_selector,,
26,rotor,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,35A300,GRADE,,,UNSPECIFIED,,material_cost_input,0.35,1.0
26,HEV traction motor,APPLICATION,,,,,model_selector,,
26,rotor,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,bridge,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,bridge,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,bridge,APPLICATION,,,,,model_selector,,
26,rotor core,APPLICATION,,,,,model_selector,,
26,bridge,APPLICATION,,,,,model_selector,,
26,rotor,APPLICATION,,,,,model_selector,,
